SourceIPAddress,DestinationIPAddress,SourcePort,DestinationPort,Protocol,PacketLength,PacketType,TrafficType,Alerts_Warnings,SeverityLevel,LogSource,AttackType
23.167.195.231,168.128.155.207,31502,2043,0,699,1,2,0,0,1,0
40.176.93.133,41.76.116.124,9014,22500,1,598,0,2,0,2,0,0
195.117.154.117,198.109.184.62,65467,58972,0,1131,1,1,0,0,1,0
8.80.249.254,160.142.239.17,34439,52026,2,1461,1,2,0,1,1,2
178.228.54.215,132.218.191.115,22126,56924,2,670,1,2,0,0,0,0
32.166.30.130,187.34.169.74,30532,28227,2,883,1,2,0,1,0,1
181.247.19.57,37.124.155.94,30405,65496,2,537,0,2,0,2,0,1
141.118.164.164,197.254.64.217,30686,14497,0,676,0,0,0,1,1,2
146.172.125.189,75.141.218.172,10945,5704,2,963,1,2,0,2,0,1
150.32.165.243,27.130.214.219,40871,3180,1,1337,0,0,0,0,1,0
66.242.106.61,9.160.152.127,53752,14863,0,376,1,0,0,2,1,0
82.80.9.213,22.2.100.147,10370,2084,2,411,0,0,0,0,1,2
138.53.118.158,15.67.113.47,4983,35982,2,419,1,1,0,2,0,2
24.8.85.152,19.141.220.59,62874,46485,1,105,0,0,0,0,0,1
161.150.108.209,182.39.142.170,1811,45890,2,71,0,1,0,2,1,0
140.202.36.76,56.54.46.91,52069,3038,2,1329,0,1,0,0,0,2
37.188.229.254,161.99.10.159,56236,51659,1,916,0,0,0,2,1,2
47.111.218.164,34.88.6.69,38168,23912,2,434,1,2,0,2,0,1
93.188.224.81,101.178.173.1,19261,26593,1,431,1,1,0,0,1,1
187.104.14.150,173.0.74.185,13843,43479,1,1021,0,1,0,1,1,0
19.185.169.135,15.111.216.190,34955,48977,1,1249,0,0,0,1,0,0
60.173.27.199,126.104.89.131,40149,47275,2,714,0,0,0,2,1,2
138.153.116.255,174.202.36.126,41315,14111,1,1401,1,0,0,2,0,1
72.202.192.229,46.57.140.151,35651,36774,0,639,0,1,0,0,0,1
64.244.145.213,16.7.116.74,49823,34364,0,817,1,2,0,0,1,1
118.68.203.136,191.235.170.174,38707,63327,0,1168,1,1,0,1,0,0
207.237.233.164,69.190.118.47,64913,20574,2,682,1,2,0,1,1,2
74.192.7.141,148.62.240.249,50369,2078,2,161,1,0,0,2,1,2
97.45.80.215,2.180.87.228,13832,4439,0,1000,0,1,0,0,0,1
143.95.186.145,212.45.221.224,4865,32003,2,407,1,2,0,2,1,2
27.94.18.189,146.161.246.204,9456,27690,2,459,0,1,0,2,0,0
202.159.164.61,157.127.127.147,54676,13337,0,364,0,2,0,0,0,0
25.241.97.57,49.117.215.65,2003,55126,2,407,1,1,0,2,1,2
43.202.200.243,140.90.231.125,4782,16207,0,1054,0,0,0,1,0,0
114.111.53.222,221.238.5.81,6627,45340,0,885,1,2,0,1,0,1
118.72.121.122,38.89.65.225,32463,21878,2,1205,1,1,0,0,0,2
49.70.108.204,132.161.8.97,9516,18966,1,820,0,0,0,2,0,0
58.184.60.57,153.217.211.130,41284,50337,0,391,1,0,0,2,0,0
152.41.18.173,12.184.88.30,2283,35141,0,807,1,2,0,0,1,0
101.58.231.109,109.92.79.92,10572,21880,2,73,1,0,0,1,1,1
121.170.148.89,135.3.199.107,17920,54429,0,1062,1,0,0,2,0,2
108.232.127.133,81.125.189.52,17581,25762,2,1473,0,1,0,0,1,0
90.203.106.218,154.244.77.218,57485,20340,0,612,0,2,0,2,0,0
165.42.26.100,216.207.209.136,15966,8484,0,820,0,2,0,1,0,0
110.70.102.227,186.83.70.180,32592,24855,2,541,1,1,0,2,0,1
223.35.183.223,187.43.133.42,12650,46568,1,1281,0,0,0,2,0,2
217.203.180.101,176.160.212.28,13659,18022,1,208,0,1,0,2,0,1
170.176.159.141,194.81.220.110,26023,12719,1,1232,1,1,0,0,0,2
103.207.64.203,133.20.17.3,25841,41050,0,1279,0,2,0,0,1,0
195.123.80.123,178.223.134.122,33733,17067,2,491,0,2,0,0,0,2
41.225.109.13,160.42.246.216,1816,10788,2,1186,0,1,0,1,1,2
159.146.188.142,221.73.126.93,43168,50799,0,1001,1,0,0,2,1,2
196.251.43.38,214.35.111.59,20530,50083,1,1344,0,0,0,2,0,1
34.166.21.158,195.48.31.227,37202,19216,0,855,1,2,0,2,0,2
184.106.47.231,137.236.125.7,64814,55174,0,1264,0,0,0,1,0,1
61.74.59.251,206.107.81.186,2457,55786,0,382,1,1,0,0,1,2
218.162.110.49,184.179.94.126,36378,27840,1,422,1,1,0,2,0,2
16.247.108.94,40.163.167.240,25993,12343,1,1089,1,2,0,2,0,2
12.23.23.98,69.229.175.50,46219,23676,2,418,0,0,0,1,1,0
60.234.59.113,199.67.58.175,51928,43346,1,722,1,2,0,2,1,0
76.224.133.97,204.247.147.57,19998,52917,2,611,0,2,0,0,1,1
172.233.52.161,89.208.30.82,24389,64826,1,392,0,1,0,2,0,1
49.75.219.155,186.221.131.55,16054,61298,0,736,0,2,0,2,1,0
101.77.26.72,222.73.174.239,24159,35395,2,1164,0,1,0,2,1,1
223.231.104.9,88.180.173.30,26728,15910,2,1401,0,1,0,2,1,1
130.151.12.8,167.9.72.222,62680,48246,0,1089,1,2,0,0,0,1
7.16.237.53,8.198.173.120,63348,50801,0,254,0,1,0,2,0,1
83.31.193.193,73.81.15.222,61028,63172,1,826,0,0,0,1,1,1
131.58.91.11,106.165.26.215,25359,51511,2,272,0,1,0,1,1,2
95.124.195.160,221.139.255.160,15233,11243,0,1087,1,1,0,2,0,1
95.146.126.51,89.204.200.247,39001,10640,2,173,0,1,0,1,1,0
98.138.10.199,7.111.187.170,26069,20059,2,1088,0,1,0,0,1,2
183.212.151.194,182.192.255.175,10622,28268,1,644,0,0,0,1,1,2
188.65.182.105,211.18.225.176,60701,48402,2,245,0,2,0,2,0,2
129.63.151.38,211.182.176.179,14613,42061,2,1401,0,2,0,1,1,1
147.109.237.194,123.247.82.155,1289,15188,2,119,1,0,0,1,1,2
223.32.141.7,94.101.143.220,63007,34230,1,1457,0,1,0,0,1,1
86.243.111.76,85.92.50.11,18271,45846,0,1181,0,0,0,2,1,1
76.38.82.40,9.88.90.134,20046,8623,2,136,1,0,0,1,0,1
4.91.26.40,24.111.189.86,5002,30602,2,748,1,2,0,0,0,1
15.166.158.78,73.83.89.232,35853,27135,1,902,0,0,0,0,0,2
40.112.41.20,151.165.108.114,55160,56151,2,1051,0,0,0,1,0,2
14.176.131.211,16.166.223.12,6956,41635,0,1000,0,1,0,1,0,1
201.65.48.100,101.180.181.20,49323,20800,2,1260,1,0,0,2,1,0
13.57.235.195,165.107.47.125,42011,65000,2,770,0,2,0,2,1,0
120.72.1.216,177.136.221.90,44062,10107,0,539,1,0,0,0,0,1
134.215.183.232,196.12.171.88,19059,58936,0,446,1,2,0,2,1,2
57.156.116.137,92.9.223.95,23157,29381,1,1316,1,1,0,0,1,0
92.204.47.32,195.227.142.18,63298,39142,2,1051,1,0,0,1,1,1
85.28.86.177,189.134.202.5,55139,20118,2,1346,0,1,0,0,1,0
173.14.234.121,61.181.96.46,65169,41822,2,847,0,0,0,1,0,2
207.106.59.205,91.71.1.9,8308,11426,2,997,1,0,0,2,1,1
64.71.104.223,89.115.212.233,37763,58658,2,1151,0,1,0,0,1,1
48.96.101.55,19.172.252.1,36797,19174,2,1213,0,0,0,0,1,1
12.171.150.61,201.119.71.39,30980,28463,2,715,1,2,0,0,1,0
70.101.13.193,208.161.198.233,22562,4604,1,1093,1,2,0,2,1,0
173.97.249.19,222.201.182.242,1740,55932,0,1231,0,2,0,0,0,2
134.228.229.209,165.239.214.27,28646,12597,2,1205,0,0,0,0,0,0
156.108.140.244,59.56.76.218,55703,62785,2,216,0,1,0,1,0,0
39.131.207.223,66.133.82.198,56686,42330,1,321,1,1,0,0,1,2
4.215.143.246,182.99.175.111,26602,24390,0,511,0,1,0,0,1,0
216.107.191.14,155.115.12.187,29248,47082,2,436,1,1,0,0,1,1
164.69.98.212,192.14.156.72,25083,41829,2,354,1,1,0,2,0,1
90.30.159.217,31.135.169.25,65271,11585,1,1302,0,1,0,1,1,1
217.44.64.184,67.39.33.226,52358,13047,2,394,0,2,0,2,0,1
50.117.176.159,179.132.237.201,11274,46104,0,565,1,1,0,1,0,2
48.155.247.82,199.240.175.74,45802,6900,0,771,1,2,0,2,0,1
193.220.187.11,155.206.78.95,55969,57521,0,865,0,0,0,1,0,2
51.138.240.93,139.210.38.199,63323,34573,0,1340,1,0,0,1,1,0
83.37.182.164,100.59.196.24,23933,30528,1,1062,0,0,0,2,0,1
68.243.186.196,22.59.57.10,14673,58204,1,1498,0,1,0,2,1,0
157.62.227.85,83.25.126.199,48466,43321,0,542,0,2,0,2,1,2
110.13.203.43,186.246.207.198,16397,29646,0,683,1,2,0,2,0,0
91.166.137.65,93.248.140.126,53830,38914,2,1137,1,0,0,0,1,1
168.81.188.70,33.120.251.203,51640,40495,1,737,0,0,0,1,1,2
202.38.13.148,221.3.204.108,54411,34468,0,1000,0,0,0,0,0,1
218.29.99.99,63.170.241.227,22418,62957,0,1285,1,2,0,0,1,0
49.203.157.73,46.140.121.113,27927,5172,0,747,0,0,0,1,1,2
76.215.80.92,57.78.100.5,33863,10549,2,168,1,1,0,2,1,1
160.5.118.98,115.172.74.58,22965,38531,2,926,0,0,0,0,1,0
164.113.243.78,148.111.4.0,60388,8532,0,337,0,1,0,1,1,1
85.68.197.9,67.194.105.92,3783,7593,0,1232,0,1,0,1,0,1
152.156.213.103,42.205.117.95,21238,16053,0,1319,1,0,0,0,1,1
42.36.40.204,103.199.42.73,53365,51155,0,931,0,0,0,2,1,0
108.78.217.223,198.21.168.31,38155,15451,1,479,0,0,0,2,0,0
132.157.144.86,89.179.213.87,30350,11746,2,753,0,1,0,2,0,0
43.10.14.95,33.238.127.177,32419,61819,0,1390,0,1,0,1,0,2
136.51.175.239,68.225.8.75,22217,43738,0,1281,1,2,0,1,0,2
13.152.150.65,134.78.73.194,1782,36442,2,221,0,2,0,0,0,0
24.125.73.137,45.101.92.136,25840,61711,2,682,0,1,0,2,0,1
201.40.133.97,187.114.138.183,14667,29783,0,1096,1,1,0,1,0,2
80.127.174.43,20.220.65.233,60942,32400,0,840,1,2,0,0,0,1
53.116.247.227,19.207.105.225,65490,17207,1,545,0,0,0,1,0,2
190.27.0.0,74.77.142.223,18343,22211,0,884,1,2,0,0,1,0
41.29.250.234,160.47.138.25,39630,5094,1,270,0,0,0,1,1,0
2.195.69.238,39.90.243.22,29807,19384,0,627,1,1,0,2,0,2
58.76.127.159,2.100.151.35,22392,47251,1,1159,0,1,0,2,1,1
189.181.38.66,181.182.9.208,39371,4195,2,777,0,0,0,2,1,1
52.83.203.26,40.192.160.140,44318,25300,0,1252,1,2,0,1,1,1
84.192.215.111,81.137.71.53,55833,37704,1,131,0,2,0,1,1,0
214.225.36.206,118.205.33.105,17556,4861,1,358,1,0,0,0,1,2
138.250.111.13,203.228.67.174,50871,49674,2,1148,0,2,0,0,0,2
33.150.28.116,32.112.91.102,63579,52192,2,634,1,0,0,0,0,1
99.186.197.104,188.123.45.73,15087,54573,1,658,0,1,0,2,1,2
166.152.240.222,50.2.12.248,9020,32909,2,896,0,0,0,1,1,1
200.2.225.142,28.32.61.201,19080,8964,0,182,1,1,0,2,1,2
149.64.43.3,67.239.64.232,17443,17277,2,680,1,2,0,1,1,2
1.155.209.217,99.0.7.193,26262,46982,2,1366,0,2,0,0,1,2
143.58.219.230,189.131.7.198,48763,24506,2,917,1,2,0,1,1,0
155.124.123.48,169.184.26.4,31475,53696,1,85,1,2,0,0,0,1
158.1.138.228,165.2.254.131,36665,64308,1,1358,0,2,0,2,1,2
53.173.252.176,64.174.134.96,26457,1634,0,265,0,1,0,0,1,0
74.204.136.118,103.117.96.238,65308,53204,1,684,0,1,0,2,0,0
158.251.186.124,174.116.224.255,30209,12316,1,1013,1,1,0,0,1,1
66.192.223.117,2.204.175.98,19465,57544,0,962,1,2,0,2,0,1
45.48.255.94,61.30.201.189,4458,57060,1,1392,1,2,0,0,1,0
22.11.37.166,164.221.71.116,51316,18240,2,334,0,1,0,0,0,2
68.28.191.131,2.51.72.183,13179,63882,2,761,0,2,0,1,0,1
208.178.216.76,147.223.158.237,33391,47358,2,284,0,0,0,2,1,1
116.89.180.147,34.196.156.187,21098,20907,2,1219,1,2,0,2,1,1
116.99.121.218,94.191.236.251,5138,25834,2,79,0,1,0,2,0,1
190.49.207.216,181.240.241.127,17953,25335,1,154,0,0,0,1,0,0
63.105.183.45,44.208.99.244,58282,61018,2,92,1,0,0,1,0,0
7.93.22.184,217.44.205.206,57095,47939,1,544,0,1,0,1,0,2
150.72.247.81,159.126.44.251,7496,23253,2,155,0,2,0,0,1,1
197.48.172.36,185.163.204.98,30282,4910,1,592,0,0,0,2,0,1
167.58.162.211,48.46.95.178,8363,51588,1,1137,1,2,0,0,0,2
215.62.67.163,18.234.242.149,26460,37094,0,229,0,1,0,0,0,0
205.161.219.222,160.96.216.62,5826,37099,2,679,0,0,0,0,1,2
174.239.192.37,216.225.9.249,30136,35962,2,247,1,0,0,0,0,2
139.222.57.173,18.124.65.185,43658,53650,2,1415,1,2,0,0,0,0
75.196.49.135,4.9.66.124,24295,15955,1,1322,0,1,0,1,1,0
61.23.63.246,144.124.59.5,25029,51437,0,515,1,2,0,2,0,2
94.165.200.252,205.71.159.93,28960,25419,1,636,0,0,0,0,0,2
219.161.128.43,27.66.139.254,45559,6964,1,308,0,2,0,1,1,1
145.111.253.248,198.226.207.39,39402,34020,1,867,1,2,0,2,0,1
62.83.192.218,42.112.59.122,23428,15938,1,92,1,2,0,1,0,0
40.167.16.231,129.0.36.206,49391,65391,1,101,1,0,0,0,1,0
172.145.43.9,102.119.156.248,59341,1465,1,1326,0,2,0,2,0,0
115.213.11.252,80.203.30.249,34681,18591,2,832,1,2,0,1,0,0
12.215.172.217,93.189.1.76,9641,18994,0,1069,1,1,0,0,1,0
109.233.90.199,63.126.189.155,17993,64639,2,1248,0,0,0,1,0,2
104.173.66.126,216.97.195.170,65006,13878,2,89,1,2,0,0,0,2
116.180.11.14,48.215.0.125,2455,59065,0,801,0,0,0,1,0,0
140.44.238.213,166.233.157.161,20970,13047,0,511,0,2,0,2,1,2
38.182.14.65,14.94.143.197,31327,12888,1,649,0,1,0,2,0,1
100.239.143.154,47.138.229.53,29440,12715,0,949,1,0,0,1,1,0
115.81.89.206,97.154.70.82,52190,55313,2,104,1,0,0,2,0,1
92.48.184.212,153.217.23.64,45225,41990,2,574,1,0,0,2,0,2
190.147.14.44,29.225.124.25,24404,6655,2,1189,1,0,0,1,1,0
92.98.50.114,212.197.23.10,53232,61911,0,1098,0,0,0,2,0,0
21.94.23.137,176.198.200.119,30016,57505,0,1107,0,2,0,2,0,1
44.230.50.207,140.80.112.62,5993,57072,0,362,0,1,0,1,0,1
91.41.208.44,55.206.106.77,3974,20931,1,166,1,2,0,1,1,1
63.45.171.57,183.131.98.61,50849,31594,0,1266,0,2,0,0,1,0
6.129.99.18,86.100.160.188,28102,41556,2,1126,0,2,0,2,1,0
109.138.39.198,62.167.148.0,25022,32710,0,1283,0,1,0,2,1,0
169.189.189.127,137.124.159.134,29993,12449,2,568,0,0,0,2,0,2
22.32.97.146,51.112.11.98,43670,18236,1,1156,0,2,0,2,1,2
57.117.50.53,70.208.195.29,32809,44250,0,1455,0,2,0,0,1,0
108.228.33.90,219.96.17.254,53894,28726,0,1197,0,1,0,2,1,2
183.1.247.233,151.114.7.236,30812,39646,2,284,1,2,0,0,0,0
172.141.153.245,165.224.66.9,52901,61757,1,705,0,0,0,2,1,1
74.102.166.52,174.216.132.226,14314,17899,2,894,1,1,0,1,1,0
132.170.176.193,57.188.236.101,8014,33144,2,1377,1,1,0,0,0,2
5.189.121.252,54.62.84.165,10707,37405,0,804,1,0,0,1,1,2
51.97.151.105,213.171.188.29,15419,1519,1,475,0,2,0,2,0,2
220.108.127.108,109.184.45.106,62275,58959,1,1059,1,0,0,0,1,1
4.142.224.71,173.91.108.101,46484,56443,2,1351,0,0,0,2,0,1
22.29.53.187,177.69.61.236,20886,3655,2,1332,0,1,0,2,0,2
4.47.115.134,119.35.166.185,15901,48712,1,1434,0,1,0,0,1,2
75.11.132.8,104.216.53.144,45031,6591,0,1202,1,1,0,1,1,2
76.130.145.223,201.149.3.24,64124,56411,0,1084,1,2,0,1,1,1
202.109.45.227,117.177.224.10,44141,39247,2,961,0,1,0,2,0,0
217.139.144.13,197.17.18.202,8332,29463,0,695,1,0,0,2,0,1
81.251.40.59,128.29.238.160,7730,42534,0,1105,1,0,0,2,0,2
66.107.215.15,123.139.195.254,15885,9107,2,264,0,0,0,1,1,2
140.118.184.205,138.175.125.19,31048,7755,2,132,0,2,0,2,0,2
208.136.251.236,95.164.224.181,10941,43112,2,1229,1,0,0,1,0,2
217.22.82.28,33.204.67.120,43135,45695,0,1051,1,2,0,0,1,0
192.249.172.57,94.155.195.218,25809,31905,0,867,1,0,0,1,0,0
207.17.152.47,144.85.56.82,60943,57044,2,1312,0,2,0,0,1,0
59.162.252.159,100.182.98.34,27839,34701,2,604,0,2,0,1,0,1
50.222.168.129,171.254.112.120,62431,6721,1,286,1,2,0,0,0,0
33.31.71.112,70.26.218.221,54959,2459,1,1090,0,1,0,2,0,2
128.161.117.207,106.80.239.247,1055,40019,2,768,1,2,0,0,1,2
104.21.177.25,187.173.92.250,21043,51105,1,357,0,0,0,2,0,0
64.214.94.225,138.116.60.216,39356,35700,0,1083,1,2,0,2,0,0
177.160.3.224,195.105.76.34,22466,1745,2,667,0,2,0,1,0,0
166.162.219.101,52.90.219.215,47246,44099,2,83,0,1,0,0,1,0
42.144.213.195,184.132.125.7,14465,56363,1,836,0,0,0,1,0,2
14.27.200.38,158.92.44.92,20444,2319,2,331,0,0,0,2,1,1
195.39.202.25,86.19.49.60,11294,51212,0,1025,0,0,0,2,0,2
182.170.86.41,84.201.90.21,17866,49030,2,324,0,2,0,1,1,2
120.117.85.12,90.0.71.142,4200,18240,0,142,1,1,0,2,1,1
89.125.130.156,105.196.193.100,61566,29257,2,746,1,0,0,1,0,1
29.19.51.81,169.177.80.208,18963,34887,2,1299,0,0,0,0,1,2
81.34.22.225,176.173.112.213,33857,16035,1,325,1,0,0,0,0,2
207.148.147.197,13.129.244.109,47437,20660,0,861,1,0,0,1,1,1
21.148.59.167,13.128.203.84,38794,5392,1,327,0,2,0,0,0,2
58.188.250.113,209.20.169.241,41024,49200,1,450,1,0,0,2,0,0
84.16.125.22,131.6.52.155,6817,28291,2,82,1,2,0,1,0,1
61.250.63.133,142.227.116.216,16264,60661,2,996,0,0,0,0,1,1
33.196.15.217,131.64.100.204,1324,57777,2,272,0,1,0,1,0,2
122.25.202.46,36.90.5.160,18611,39889,2,942,1,0,0,0,0,2
114.190.202.229,94.106.161.227,20671,31187,1,301,0,2,0,1,1,1
87.74.187.209,175.125.105.65,15251,49789,0,1417,1,1,0,0,0,1
213.223.233.76,80.44.42.89,62415,57242,2,943,1,0,0,0,1,1
209.15.11.108,92.112.82.189,19395,64840,1,461,0,0,0,0,0,1
65.171.233.153,215.75.73.191,22015,37057,0,757,0,1,0,1,1,0
63.145.234.213,197.132.108.89,63585,33816,1,306,1,0,0,2,0,1
193.187.215.169,139.166.122.42,61962,62305,1,979,0,1,0,1,0,1
15.211.19.198,79.206.118.14,26279,19183,2,430,0,2,0,0,1,2
22.69.148.54,140.155.112.242,31582,55580,1,523,1,1,0,1,0,2
142.204.231.140,56.124.206.221,52183,24444,2,922,0,0,0,0,0,2
109.10.13.14,165.56.146.62,12136,1379,1,438,0,2,0,0,1,1
71.119.38.54,132.241.113.121,52996,7562,2,1282,1,0,0,0,0,0
193.6.130.26,103.128.11.137,26776,28744,0,537,0,1,0,1,1,2
123.245.6.58,211.45.238.251,22643,54991,2,169,0,0,0,1,0,0
221.180.100.158,84.31.241.65,1759,33181,2,735,0,1,0,0,1,2
39.87.24.102,24.100.170.50,7499,53198,2,493,0,1,0,1,0,2
100.241.149.15,130.85.100.246,19111,41481,2,1006,1,2,0,2,1,1
75.115.84.252,53.57.124.21,63229,5650,0,1101,0,1,0,0,1,2
73.148.209.127,97.49.105.81,59081,48865,2,290,0,2,0,0,1,0
61.27.174.243,145.213.104.27,5671,42135,1,1257,1,1,0,2,0,0
89.141.87.191,192.254.124.170,61516,54077,1,245,1,2,0,2,0,1
101.231.160.87,208.201.116.120,42476,34984,2,1499,1,0,0,1,0,2
200.117.157.136,4.196.1.227,51250,44525,0,845,1,2,0,2,0,2
204.113.117.66,110.202.94.234,50691,2028,2,1484,1,2,0,0,1,2
106.237.87.246,13.76.49.220,50293,55597,1,398,1,0,0,0,1,1
176.202.96.91,121.30.113.164,40366,60883,1,582,0,0,0,1,0,0
114.102.112.186,104.225.225.11,40317,64122,0,587,0,0,0,1,0,2
159.12.97.190,213.68.89.182,27308,22269,0,1342,0,1,0,1,0,1
66.158.34.224,118.141.50.192,4143,60192,0,1442,0,0,0,2,1,0
52.175.26.226,155.98.220.248,32523,23923,0,1299,1,2,0,1,0,2
168.92.142.169,112.35.51.110,1988,11448,1,626,1,1,0,1,0,1
48.41.240.73,123.72.162.84,2704,54909,2,939,1,2,0,2,1,2
159.80.71.27,220.163.35.174,63475,26266,0,1358,1,0,0,1,1,1
102.246.100.3,83.89.137.187,22684,62317,2,1183,0,0,0,0,1,0
69.67.254.99,150.108.90.72,10755,39866,0,1043,0,1,0,0,0,1
22.112.199.90,22.37.204.176,17354,17733,1,909,1,2,0,0,1,1
102.241.246.151,102.232.19.216,24380,52852,2,81,0,2,0,2,0,1
39.88.200.228,102.197.23.212,54212,64632,0,1399,1,0,0,0,0,0
91.70.72.199,37.173.156.225,21824,2049,1,1207,0,0,0,2,0,0
25.217.99.138,117.47.143.21,10910,50593,0,519,0,1,0,1,0,2
117.237.138.120,53.12.183.44,58404,34142,0,1399,1,0,0,1,0,0
89.192.153.105,105.90.171.207,48360,2622,0,799,0,2,0,0,1,0
16.170.64.17,185.15.160.148,19360,44167,1,73,1,2,0,0,0,2
177.247.134.231,202.129.134.2,48541,54868,0,240,0,2,0,1,0,0
21.222.235.237,193.134.78.225,12500,52200,2,1391,0,0,0,1,0,2
41.205.251.33,219.40.194.216,3024,12986,0,1099,0,1,0,0,1,0
29.139.199.38,190.222.78.36,6340,53759,0,723,0,2,0,0,0,0
122.187.37.42,137.162.23.167,61869,16673,1,1364,1,2,0,0,1,1
27.149.26.47,202.47.229.99,29768,7775,1,763,1,0,0,2,1,0
219.25.113.133,38.227.144.198,12689,36288,0,108,0,2,0,2,1,1
11.58.136.7,6.127.214.234,57921,11486,2,1493,1,1,0,1,0,1
29.68.180.189,6.12.254.200,12764,64568,2,1230,0,1,0,2,1,1
164.184.128.247,14.79.12.243,40320,64096,2,1113,1,0,0,0,0,2
123.181.230.73,42.75.49.245,29544,53495,2,459,0,1,0,0,1,2
202.197.64.209,132.233.107.206,58014,50327,2,854,0,1,0,1,0,1
100.243.144.185,20.140.12.184,10324,10136,1,1002,1,2,0,2,1,2
185.89.105.27,51.116.107.175,58279,65180,0,1121,0,2,0,0,1,2
38.227.31.33,140.222.91.121,47666,38747,2,218,1,0,0,1,1,2
164.219.159.203,112.241.124.125,29806,10399,0,1363,1,1,0,1,0,0
48.194.54.43,121.165.182.17,25778,26326,2,434,1,2,0,1,1,0
161.19.183.186,192.96.23.212,65015,46929,2,1088,0,0,0,0,0,0
8.68.28.24,106.146.168.147,33112,55968,1,415,0,0,0,0,0,0
93.76.100.166,14.230.144.56,30184,20079,1,1261,0,1,0,0,1,1
1.25.171.36,182.101.225.35,49651,39967,2,1305,0,0,0,0,1,2
168.200.129.237,222.131.148.131,48616,39814,0,430,0,1,0,0,1,2
33.236.51.75,97.184.5.40,54686,54286,1,369,0,0,0,2,1,0
89.44.60.72,81.98.152.164,8989,37347,2,504,1,2,0,2,0,1
55.243.178.9,47.10.143.246,33688,38992,0,1381,1,1,0,0,0,0
144.59.43.255,136.135.156.78,63262,30769,0,1447,1,2,0,1,1,2
29.92.143.208,15.108.166.59,45452,16006,1,1035,0,2,0,0,1,0
142.198.113.247,112.251.115.237,39745,50629,1,1403,0,2,0,2,1,0
13.75.14.244,33.192.73.219,48986,64339,1,826,0,1,0,1,0,1
65.14.2.98,64.102.61.148,8682,28142,0,1043,0,1,0,1,1,0
160.225.71.74,203.62.134.119,10342,5525,2,1008,0,1,0,2,0,1
179.71.186.179,18.62.67.196,56219,40336,0,161,1,2,0,1,1,1
112.15.157.59,152.165.154.173,53815,48415,0,1038,0,0,0,1,0,1
37.230.72.152,213.131.70.23,7774,52747,2,383,0,2,0,2,1,2
2.153.125.163,179.29.205.182,63680,23058,2,1210,0,1,0,2,1,2
149.147.241.155,68.41.79.98,62706,49052,0,240,0,2,0,0,0,2
89.84.113.177,43.173.151.11,49509,52882,2,1129,1,2,0,1,1,1
62.238.111.184,121.220.252.30,29869,35373,1,245,0,0,0,1,0,0
21.247.146.42,166.213.32.222,33421,22870,1,844,0,2,0,0,0,0
48.194.175.115,7.32.37.63,41289,4863,2,1070,1,1,0,1,1,0
119.45.64.73,160.250.250.140,53634,55679,2,1477,1,2,0,2,0,2
117.147.31.98,174.38.12.106,61069,40727,2,371,1,0,0,1,1,1
50.118.206.202,99.7.130.88,7385,7189,1,164,0,2,0,1,1,1
6.206.193.45,123.167.187.214,16036,18811,1,1324,0,2,0,1,1,0
155.161.89.26,207.82.106.124,31978,11143,0,523,1,0,0,0,1,1
120.40.64.65,147.223.238.242,12486,2555,2,790,0,1,0,2,0,0
47.243.51.143,17.163.88.234,32428,59572,0,75,0,2,0,1,0,0
177.95.5.54,189.200.90.23,63256,29162,1,1361,0,0,0,1,1,2
120.34.113.86,121.180.212.244,2316,31010,2,912,0,1,0,2,1,0
121.251.253.164,111.13.252.91,49990,5378,0,818,1,2,0,2,0,1
45.39.250.20,157.110.233.188,33889,46076,0,277,1,1,0,1,0,1
8.146.209.234,85.8.13.215,29836,18387,0,795,1,1,0,2,1,2
41.115.206.128,85.199.168.189,30175,24066,2,976,1,0,0,2,0,0
30.240.42.116,53.57.1.69,18197,44340,1,175,0,0,0,0,1,0
6.245.213.100,64.42.240.93,22441,58850,0,662,1,1,0,1,0,1
34.26.64.88,75.2.137.12,24736,29693,1,1091,0,2,0,0,0,0
223.92.200.179,152.99.70.144,30445,43531,1,171,1,0,0,0,1,1
100.25.28.200,211.247.11.98,44091,21848,2,795,1,1,0,1,0,0
74.107.237.59,74.177.137.98,44198,62950,1,795,0,2,0,1,0,0
3.232.198.227,96.129.248.172,42360,42474,2,66,0,0,0,1,1,0
72.245.165.59,58.146.16.22,50220,41446,0,1356,1,2,0,1,0,0
4.39.176.23,55.140.9.213,49088,39625,1,648,0,1,0,1,1,0
77.63.165.10,199.120.232.131,5886,56991,0,386,0,1,0,1,0,2
155.7.252.198,158.74.96.100,52253,16208,0,1396,1,2,0,2,1,2
37.98.77.163,76.236.67.215,44504,37077,2,1013,1,0,0,0,0,0
59.48.158.135,213.125.91.89,23947,35328,1,108,1,0,0,2,0,1
119.0.118.188,216.166.15.56,13911,50653,0,622,0,2,0,2,0,2
109.19.142.64,148.144.61.214,25287,22906,2,429,1,2,0,2,1,0
5.41.29.148,27.120.58.142,20671,26556,0,460,0,2,0,0,1,2
14.246.205.46,146.26.10.187,40100,15122,0,1302,0,2,0,2,1,2
179.176.66.27,157.236.196.90,38813,16885,0,1159,1,2,0,0,0,2
136.199.47.32,12.59.20.139,36888,33800,1,109,0,2,0,1,1,2
63.116.117.245,175.137.2.165,60067,53373,1,1157,0,2,0,2,0,0
198.187.250.254,215.241.44.170,63442,50062,2,212,0,0,0,0,0,2
